Index,Stock Name,Sector,Average ESG Pillar score_2019,Average ESG Pillar score_2020,Average ESG Pillar score_2021,Average ESG Pillar score_2022,Environmental Pillar Score_2019,Environmental Pillar Score_2020,Environmental Pillar Score_2021,Environmental Pillar Score_2022,Carbon Offsets/Credits_2018,Carbon Offsets/Credits_2019,Carbon Offsets/Credits_2020,Carbon Offsets/Credits_2021,Carbon Offsets/Credits_2022,Resource Use Score_2018,Resource Use Score_2019,Resource Use Score_2020,Resource Use Score_2021,Resource Use Score_2022,Resource Use Score Grade_2018,Resource Use Score Grade_2019,Resource Use Score Grade_2020,Resource Use Score Grade_2021,Resource Use Score Grade_2022,Resource Reduction Policy_2018,Resource Reduction Policy_2019,Resource Reduction Policy_2020,Resource Reduction Policy_2021,Resource Reduction Policy_2022,CO2 Equivalent Emissions Total_2018,CO2 Equivalent Emissions Total_2019,CO2 Equivalent Emissions Total_2020,CO2 Equivalent Emissions Total_2021,CO2 Equivalent Emissions Total_2022,"CO2 Equivalent Emissions Direct, Scope _2018","CO2 Equivalent Emissions Direct, Scope _2019","CO2 Equivalent Emissions Direct, Scope _2020","CO2 Equivalent Emissions Direct, Scope _2021","CO2 Equivalent Emissions Direct, Scope _2022","CO2 Equivalent Emissions Indirect, Scope 2_2018","CO2 Equivalent Emissions Indirect, Scope 2_2019","CO2 Equivalent Emissions Indirect, Scope 2_2020","CO2 Equivalent Emissions Indirect, Scope 2_2021","CO2 Equivalent Emissions Indirect, Scope 2_2022","CO2 Equivalent Emissions Indirect, Scope 3_2018","CO2 Equivalent Emissions Indirect, Scope 3_2019","CO2 Equivalent Emissions Indirect, Scope 3_2020","CO2 Equivalent Emissions Indirect, Scope 3_2021","CO2 Equivalent Emissions Indirect, Scope 3_2022",Environmental Innovation Score_2018,Environmental Innovation Score_2019,Environmental Innovation Score_2020,Environmental Innovation Score_2021,Environmental Innovation Score_2022,Environmental Innovation Score Grade_2018,Environmental Innovation Score Grade_2019,Environmental Innovation Score Grade_2020,Environmental Innovation Score Grade_2021,Environmental Innovation Score Grade_2022,"SDG 9 Industry, Innovation and Infrastructure_2018","SDG 9 Industry, Innovation and Infrastructure_2019","SDG 9 Industry, Innovation and Infrastructure_2020","SDG 9 Industry, Innovation and Infrastructure_2021","SDG 9 Industry, Innovation and Infrastructure_2022",EBIT Margin - %,Beta,WACC Long Term Debt Cost,Total Return_2024,Book Value Percentage of Market Capitalization_2017,Book Value Percentage of Market Capitalization_2018,Book Value Percentage of Market Capitalization_2019,Book Value Percentage of Market Capitalization_2020,Book Value Percentage of Market Capitalization_2021,Book Value Percentage of Market Capitalization_2022,"Return on Average Common Equity - %, TTM_2018","Return on Average Common Equity - %, TTM_2019","Return on Average Common Equity - %, TTM_2020","Return on Average Common Equity - %, TTM_2021","Return on Average Common Equity - %, TTM_2022","Return on Average Common Equity - %, TTM_2023",Company Market Cap_2018,Company Market Cap_2019,Company Market Cap_2020,Company Market Cap_2021,Company Market Cap_2022,Company Market Cap_2023,Governance Pillar Score_2018,Governance Pillar Score_2019,Governance Pillar Score_2020,Governance Pillar Score_2021,Governance Pillar Score_2022,CSR Strategy Score_2018,CSR Strategy Score_2019,CSR Strategy Score_2020,CSR Strategy Score_2021,CSR Strategy Score_2022,Management Score_2018,Management Score_2019,Management Score_2020,Management Score_2021,Management Score_2022,Shareholders Score_2018,Shareholders Score_2019,Shareholders Score_2020,Shareholders Score_2021,Shareholders Score_2022,Social Pillar Score_2018,Social Pillar Score_2019,Social Pillar Score_2020,Social Pillar Score_2021,Social Pillar Score_2022,Workforce Score_2018,Workforce Score_2019,Workforce Score_2020,Workforce Score_2021,Workforce Score_2022,Community Score_2018,Community Score_2019,Community Score_2020,Community Score_2021,Community Score_2022,Human Rights Score_2018,Human Rights Score_2019,Human Rights Score_2020,Human Rights Score_2021,Human Rights Score_2022,Product Responsibility Score_2018,Product Responsibility Score_2019,Product Responsibility Score_2020,Product Responsibility Score_2021,Product Responsibility Score_2022
67,PTG.BK,Consumer Discretionary,12.54200518,68.86583252,65.44847972,60.6502575,37.62601554,51.3200036,51.60282017,50.46422701,,,,,,,64.61187215,72.9787234,74.2,79.48207171,,B,B+,B+,A-,,TRUE,TRUE,TRUE,TRUE,,,2096,2646,193059,,,1209,1582,161253,,,887,1064,31806,,,1935020,13799100,20289900,,0,0,0,0,,D-,D-,D-,D-,,TRUE,TRUE,TRUE,TRUE,1.17008,1.110169702,5.344,5.421686747,14.02118199,37.90579796,24.72392513,29.69032035,32.10186718,33.66220418,13.542889,23.88123773,22.77685931,22.39686202,10.15733513,4.798139895,14362000000,26887000000,26553000000,25217000000,24215000000,14612500000,,89.06636044,80.10208468,62.31451135,70.2516835,,55.37634409,56.43939394,54.23728814,78.69318182,,93.68932039,81.20567376,55.52486188,69.72222222,,96.11650485,92.19858156,90.33149171,66.38888889,,66.21113351,64.64053432,69.17203415,69.41921015,,90.03759398,80.69852941,84.98233216,87.23021583,,70.67669173,93.19852941,89.22261484,87.94964029,,39.1025641,32.0855615,42.43902439,41.82242991,,82.23684211,79.218107,80.30888031,80.73929961
3,PTTEP.BK,Energy,57.40940788,63.0267183,61.03060154,59.03689128,59.58622428,63.56971496,62.89671533,55.91352539,,,,,,74.26470588,72.37442922,84.89361702,86.6,76.69322709,B+,B+,A,A,A-,TRUE,TRUE,TRUE,TRUE,TRUE,4133252,3919902,5402110,5161760,5725570,4127617,3914233,5387740,5147780,5710660,5635,5669,14372,13984,14918,32855,20463,12302,9502,17828,0,0,0,0,0,D-,D-,D-,D-,D-,,FALSE,FALSE,FALSE,FALSE,46.82124,1.347765811,5.344,1.013513514,85.17421024,77.97306634,71.02302849,89.91455887,88.0200324,66.68388142,10.29852065,12.90445879,8.612632473,7.907039851,14.72406196,14.65757314,450593342900,494263182300,390051065550,468458277200,700702423100,593512817300,47.03703704,61.24125692,58.78787879,61.23138871,62.42087542,97.77777778,98.38709677,99.24242424,99.15254237,98.29545455,50,69.41747573,66.31205674,70.44198895,73.05555556,3.333333333,9.223300971,6.737588652,5.248618785,3.055555556,65.60496234,64.26918302,61.40721051,59.96575974,58.20798336,99.80237154,99.81203008,99.81617647,98.40989399,95.14388489,93.87351779,90.41353383,88.78676471,91.69611307,90.10791367,51.20967742,49.35897436,42.51336898,38.29268293,36.91588785,0,0,0,0,0
4,BDMS.BK,Health Care,56.10071923,63.29247422,58.2561515,58.95663384,73.05641026,71.48709528,70.74782747,77.41182743,,,,,,55.83333333,86,86.7816092,90.54054054,97.24409449,B-,A,A,A,A+,TRUE,TRUE,TRUE,TRUE,TRUE,103507.94,109173.75,104150.45,104610,242541,6751.98,9083.3,7717.09,8674.2,33688.4,96755.96,100090.45,96433.36,95936.1,208852,,,,,,0,0,0,0,0,D-,D-,D-,D-,D-,,FALSE,FALSE,FALSE,TRUE,18.73261,0.8688312677,3.773,0,19.3281512,18.02548724,20.28437692,26.59483182,22.93885436,19.50216615,15.53406109,19.40751823,8.713957531,9.392003427,14.54594827,15.37068981,388590109990,413192049270,330553639416,365516043585,460868054955,441003052586,27.77777778,39.13108536,25.09026435,22.03826825,23.18518519,13.33333333,55.37634409,56.43939394,54.23728814,68.75,16.66666667,27.66990291,8.156028369,7.458563536,8.611111111,74.44444444,66.50485437,60.63829787,49.17127072,41.38888889,67.46796967,79.25924201,78.9303627,77.41980585,78.78441165,88.83495146,99.59016393,98.25174825,91.66666667,93.53932584,81.06796117,82.37704918,75.87412587,72.83950617,72.19101124,32.85714286,57.29166667,60.48387097,60,69.68085106,59.1954023,74.09090909,77.81954887,80.44871795,78.99408284
85,BEC.BK,Communication Services,35.52215849,41.68790512,50.80741886,58.81941272,31.31307651,31.74464211,49.2447429,48.6633273,,,,,,7.058823529,8.762886598,6.779661017,36.33093525,30.50314465,D-,D,D-,C,C-,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,2779,,,,,255,,,,,2524,,,,,,50,50,50,51.5625,51.31578947,C+,C+,C+,B-,B-,,FALSE,FALSE,FALSE,FALSE,7.61161,1.920689818,5.344,0.411522634,24.39734847,63.11355957,47.65535753,33.71964485,21.96101202,30.89684445,-6.225055095,-6.530823679,-13.4704081,13.33990734,12.55326747,4.370970956,9640000000,11800000000,16100000000,28200000000,20200000000,9760000000,42.74074074,50.54633399,44.23382764,67.7657084,72.32154882,10,17.20430108,28.03030303,54.23728814,46.02272727,41.11111111,48.05825243,37.23404255,69.33701657,75.27777778,70,81.06796117,78.36879433,71.54696133,80,32.51265823,42.77273926,58.94368605,60.02920247,54.97212123,52.33333333,65.52795031,77.17948718,86.492891,72.11981567,24.33333333,54.34782609,58.20512821,55.21327014,50.92165899,67.96875,65.44117647,71.73913043,73.63636364,75.3968254,0,0,36.59217877,34.02061856,31.15577889
68,CHG.BK,Health Care,15.26267806,58.23378471,58.97951317,58.77217522,45.78803419,49.29350343,48.37731537,56.65231299,,,,,,,48.66666667,47.70114943,46.3963964,46.06299213,,C+,C+,C+,C+,,TRUE,TRUE,TRUE,TRUE,,,3787.35,3998.14,4469.66,,,3.79092,3.79092,241.171,,,3783.56,3994.35,4228.48,,605.909,610.178,696.982,741.092,,0,0,0,0,,D-,D-,D-,D-,,FALSE,FALSE,FALSE,TRUE,17.86537,0.415181031,3.773,1.290322581,14.34644688,16.87010313,13.04606117,14.87240567,18.80014825,18.59024402,19.12328745,19.35177065,20.59458484,55.52542329,66.17489927,14.57899971,21120000000,28380000000,27060000000,40260000000,40480000000,34540000000,,82.06214984,81.85256824,73.07446598,75.8459596,,4.301075269,3.787878788,12.14689266,16.76136364,,99.51456311,94.68085106,81.49171271,89.16666667,,75.72815534,91.13475177,85.63535912,70.83333333,,43.34570086,46.7086559,46.58974669,58.22216163,,57.78688525,65.38461538,78.7037037,94.66292135,,29.50819672,34.26573427,30.86419753,25,,30.20833333,31.4516129,27.64705882,75.53191489,,51.81818182,52.2556391,47.75641026,52.95857988
40,TISCO.BK,Financials,73.79988285,69.3853022,62.48520465,58.70066879,77.21178424,73.95183948,57.75313324,54.449849,,,,,,64.40443213,73.85844749,70.19047619,72.29938272,65.62064156,B,B+,B+,B+,B,TRUE,TRUE,TRUE,TRUE,TRUE,4528.88,4357.1,3812.86,3433.4,3571.99,325.11,373.326,303.198,266.28,264.192,4203.77,3983.77,3509.66,3167.12,3307.8,,,,,,51.71755725,83.5443038,79.53296703,52.16400911,49.8960499,B-,A,A-,B-,C+,FALSE,TRUE,TRUE,TRUE,TRUE,47.99929,0.7817214332,3.773,0.757575758,48.83690072,60.16937761,49.32151092,55.68787883,53.59865964,53.8448164,19.54211348,19.49273707,16.72626786,17.15635376,17.93377179,17.98251368,62650520078,79464078182,70857137724,76861979904,79464078182,79864400994,66.2962963,53.24111772,52.84440146,42.25926273,58.61784512,33.33333333,55.37634409,56.43939394,54.23728814,46.02272727,81.11111111,52.91262136,54.25531915,43.92265193,58.05555556,38.88888889,52.91262136,45.74468085,28.72928177,68.88888889,77.89156802,80.9629494,76.85807923,79.39289465,77.62139769,92.72363151,95.90464548,93.92361111,93.2460733,90.8110883,99.26568758,98.9608802,97.62731481,98.06282723,98.30595483,21.62162162,20.41800643,19.3989071,14.45652174,13.61904762,77.76957164,89.86928105,73.98523985,94.54845815,90.45842217
76,GFPT.BK,Consumer Staples,11.77789976,57.22693154,56.53858703,56.40265286,35.33369928,36.49210656,39.91180902,46.44325225,,,,,,,30.54474708,34.38538206,34.61538462,27.00258398,,C-,C,C,C-,,TRUE,TRUE,TRUE,TRUE,,,,,52165,,,,,20858,,,,,31307,,,,,,,88.1294964,86.74698795,84.59459459,83.66336634,,A,A,A,A,,FALSE,FALSE,FALSE,FALSE,5.62433,1.104162511,4.288,0.877192982,67.56046181,83.76099829,87.43949015,81.90977337,91.16067287,102.6832058,8.584281575,9.28682424,8.335877537,4.314629664,10.7943325,8.535198547,15045852000,15421998300,17804258200,16048908800,16048908800,14418941500,,66.25082646,64.02643456,55.77675812,58.98821549,,55.37634409,56.43939394,54.23728814,46.02272727,,79.12621359,67.73049645,57.73480663,65.27777778,,30.58252427,56.73758865,50.27624309,46.66666667,,68.93786158,65.67751751,66.9879482,71.44689943,,78.4965035,70.72072072,68.56763926,85.10895884,,80.94405594,79.36746988,92.42021277,92.35436893,,44.87804878,39.75409836,35.83617747,36.85800604,,75.28301887,76.30718954,77.55681818,78.25520833
27,SIRI.BK,Real Estate,25.8778324,61.91256921,60.47385179,55.97636436,77.6334972,78.91997563,77.04610851,57.33802339,,,,,,,94.2,96.42857143,93.50828729,86.65803109,,A+,A+,A+,A,,TRUE,TRUE,TRUE,TRUE,,4539.59,5059.14,6726.16,7421.22,,1110.56,1221.63,282.55,576.37,,3429.03,3837.51,6443.61,6844.85,,1277.1,27606.79,2506891.21,2788280,,37.76595745,37.33624454,34.20074349,30.14184397,,C,C,C,C-,,FALSE,TRUE,TRUE,TRUE,14.78639,1.724405152,5.344,1.142857143,95.51901849,175.8939924,191.0040236,269.1445243,187.1046443,142.6219836,7.283322655,6.18672206,7.332007353,5.83124699,7.176079572,16.35147532,17538026498,16200380409,12038814799,18306156814,26264702272,29180717885,,28.58092355,30.03116269,29.14692387,35.15488215,,55.37634409,56.43939394,54.23728814,46.02272727,,12.13592233,15.24822695,16.29834254,28.61111111,,65.53398058,61.70212766,55.24861878,49.72222222,,78.23680845,74.34428418,81.44414581,77.39132425,,94.71153846,89.97252747,87.87528868,75.56306306,,48.87820513,42.17032967,67.78290993,75.33783784,,78.08988764,77.5462963,79.8951049,76.8488746,,90,92.97124601,93.02949062,89.92346939
2,CPALL.BK,Consumer Staples,58.60373743,56.35878626,57.23230108,54.84957906,60.31256116,64.64797582,71.04857303,64.50924837,0,0,2795,0,0,76.42857143,72.56097561,77.27272727,88.55932203,85.16949153,A-,B+,A-,A,A,TRUE,TRUE,TRUE,TRUE,TRUE,1494142.68,1431281.28,1808509.72,1778726.26,1936760,221164.7,214860.15,236045.11,324357.53,435377,1272977.98,1216421.13,1572464.61,1454368.73,1501380,,1274754.6,243098.87,13131498.28,13191700,0,25.47169811,23.27586207,20.58823529,19.73684211,D-,C-,D+,D+,D+,,TRUE,TRUE,TRUE,TRUE,4.62999,0.9105383914,5.344,0.900900901,8.012701641,9.571998092,11.37540791,14.68653432,15.96728496,14.80931581,38.05938506,32.7719492,25.00402418,11.86583081,19.32667376,16.88892629,678245530875,649029072393,523265653521,530002979532,613096667001,503053675488,29.25925926,27.88913248,29.21663443,24.81422522,28.72053872,84.44444444,91.93548387,91.28787879,96.32768362,93.18181818,23.33333333,18.93203883,21.63120567,14.64088398,21.94444444,12.22222222,15.04854369,13.12056738,11.04972376,8.333333333,86.23939187,76.53925048,71.43169578,75.2252636,70.18178571,96.11111111,94.71153846,88.55932203,91.48148148,96.53846154,81.66666667,77.88461538,77.54237288,73.33333333,68.84615385,84.82142857,73.38709677,71.71052632,70.91836735,67.64705882,82.09876543,62.90322581,53.30188679,66.015625,51.2195122
77,MEGA.BK,Health Care,11.13439291,40.99879079,47.61765412,54.30761465,33.40317873,51.92496289,55.85501859,59.90123343,,,,,,,42.01030928,67.21698113,64.49814126,61.96013289,,C+,B+,B,B,,TRUE,TRUE,TRUE,TRUE,,6668,7317,6840,632917.81,,,,,627413.27,,,,,5504.54,,,,,358.28,,0,0,0,0,,D-,D-,D-,D-,,FALSE,FALSE,FALSE,FALSE,18.52112,0.8026557016,3.773,-0.617283951,13.77523427,23.01124615,27.24030614,22.32205795,,21.53257763,23.26051982,20.98245922,21.68598894,26.62975474,29.22972278,21.94051971,24875897480,22668607208,31169334911,44029410154,40759899499,35092747697,,19.60782267,26.10681281,24.00880232,20.56228956,,17.20430108,14.77272727,54.23728814,46.02272727,,17.96116505,19.5035461,9.668508287,6.388888889,,26.69902913,55.67375887,51.65745856,50.83333333,,51.4635868,60.89113096,79.0128082,82.70609209,,69.50464396,67.91666667,71.2628866,87.37745098,,80.34055728,78.75,83.1185567,81.74019608,,50.32679739,47.15909091,80.28846154,80.69105691,,0,53.69822485,82.24932249,81.00775194
60,RATCH.BK,Utilities,38.15098641,43.1420893,47.16364212,53.91398838,48.20455724,50.95334306,53.63016052,51.82816707,,,,,,78.86904762,79.5212766,77.64423077,84.04255319,84.28571429,A-,A-,A-,A,A,TRUE,TRUE,TRUE,TRUE,TRUE,6969370,5919245,6285830,6451389,8547150,6935752,5875291,6258870,6412471,8515790,33618,43955,26960,38918,31367,,,91804,2662156,3113000,0,34.26966292,35.82089552,35.13513514,31.87772926,D-,C,C,C,C-,,FALSE,FALSE,FALSE,FALSE,18.33481,0.9466533314,5.622,0.8,75.87288853,81.44863848,59.59952092,78.75196863,107.7953839,105.4283625,9.26327547,9.643981361,8.539262976,12.14652665,9.364010318,4.277343519,73587500000,99687500000,76850000000,65250000000,92981249359,68512499528,31.77777778,31.6240387,43.09585214,57.09731456,63.68518519,60,77.95698925,77.65151515,77.40112994,68.75,30,25.72815534,44.32624113,66.02209945,78.61111111,18.88888889,20.38834951,15.95744681,13.8121547,10.55555556,34.4706242,46.84888614,44.76491371,52.81648351,67.73965225,34.49197861,43.59605911,40.13452915,54.78087649,92.0233463,59.09090909,81.5270936,78.69955157,80.67729084,74.51361868,29.50819672,44.73684211,44.60227273,41.86602871,36.22222222,0,0,0,16.07142857,37.76371308
31,KCE.BK,Information Technology,50.60460249,58.11208186,55.34828066,53.28909911,15.30368562,23.31141793,25.17271157,32.7716671,,,,,,31.51260504,38.21428571,52.95857988,65.54404145,79.55665025,C-,C,B-,B,A-,TRUE,TRUE,TRUE,TRUE,TRUE,,,,67104,73066,,,,2829,3101,,,,64275,69965,,,,,,0,0,0,0,0,D-,D-,D-,D-,D-,,FALSE,FALSE,FALSE,TRUE,12.045,0.8731624916,4.218,1.382488479,23.14032763,38.81917838,40.7620175,24.56531782,12.86826471,24.36159216,20.09602709,9.213717938,8.653959851,17.3734539,19.7065242,13.34151872,30785831895,28733443102,48889576984,103979884448,54961400214,65014872780,71.85185185,80.50353203,69.08983452,58.30040266,79.43855219,21.11111111,41.39784946,45.83333333,16.94915254,16.76136364,78.88888889,90.77669903,73.40425532,64.91712707,98.05555556,82.22222222,72.33009709,70.21276596,63.8121547,59.16666667,64.65827001,70.52129562,71.78229588,68.79522758,70.63848791,51.07142857,43.82352941,42.74611399,40.33018868,62.27678571,97.14285714,97.94117647,95.85492228,92.68867925,81.02678571,70.1754386,66.54135338,73.07692308,64.44444444,58.2010582,37.86764706,80.96774194,78.77094972,85.4679803,92.25352113
33,MTC.BK,Financials,47.17929949,49.98148423,51.9387966,52.57669487,18.1582465,15.88168153,17.35209094,18.95723454,,,,,,66.3434903,56.27853881,61.80952381,69.67592593,69.10739191,B,B-,B,B+,B+,TRUE,TRUE,TRUE,TRUE,TRUE,1976.67,2477.75,23055.44,24518.5,29266.3,1976.67,2477.75,7015.68,6471.34,8241.07,,,16039.76,18047.2,21025.2,329.6,437.7,528.84,787.15,1069.29,0,0,0,0,0,D-,D-,D-,D-,D-,,FALSE,FALSE,FALSE,TRUE,44.4007,1.161438816,12.058,1.123595506,10.8865687,11.83968831,11.81776826,16.53512445,19.96668049,36.1104787,35.3780952,31.43319632,29.11814213,24.21965061,19.5573356,15.98115654,103880000000,135150000000,125080000000,124550000000,80560000000,95400000000,87.18518519,91.6553572,92.57575758,85.45827221,79.37710438,33.33333333,55.37634409,77.65151515,77.40112994,46.02272727,94.44444444,97.57281553,93.97163121,87.01657459,88.61111111,98.88888889,96.11650485,97.87234043,85.63535912,70.83333333,36.19446679,42.40741396,45.88854129,53.31457787,49.72334208,60.68090788,65.70904645,62.21064815,58.58638743,53.43942505,36.91588785,33.55745721,30.84490741,46.85863874,42.71047228,19.4980695,17.04180064,16.66666667,14.45652174,13.61904762,0,31.30718954,62.66912669,93.00660793,90.56503198
38,OSP.BK,Consumer Staples,7.055616472,28.90843026,45.71672862,52.46886895,21.16684942,37.50508751,47.03184493,46.0189356,,,,,,,28.28947368,52.97619048,58.33333333,51.38888889,,C-,B-,B,B-,,TRUE,TRUE,TRUE,TRUE,,215382.663,242183.973,241356,236073,,125084.983,151458.801,156549,141035,,90297.68,90725.172,84807.4,95038.1,,,,,,,0,28.84615385,30,25,,D-,C-,C-,D+,,FALSE,TRUE,TRUE,FALSE,7.36351,0.7944252553,4.288,0,,24.57847664,14.69053056,18.02826391,19.32802887,21.7589227,,28.94580898,19.38867704,17.31981043,13.20234935,13.57673468,,,,,,,,17.0188259,31.44960241,42.28048819,68.77020202,,17.20430108,56.43939394,86.44067797,78.69318182,,11.16504854,17.37588652,29.55801105,72.5,,36.40776699,61.70212766,55.24861878,49.72222222,,32.20137736,58.66873853,69.10718306,70.63776397,,39.65517241,96.31578947,96.78899083,96.90265487,,30.45977011,59.47368421,72.93577982,78.31858407,,16.10169492,40.97222222,62.94117647,64.58333333,,46.79487179,47.75280899,50.47169811,50.44642857
7,AOT.BK,Industrials,64.07539771,60.40673834,51.33451784,51.84999873,55.11460102,47.72449357,34.80014025,35.45280497,,,,,,83.33333333,75,60.36585366,47.2826087,39.89361702,A,B+,B,C+,C,TRUE,TRUE,TRUE,TRUE,TRUE,231889,217895,174368,181474,227327,3149.74,3184.23,3201.97,2499.25,2819.64,228740,214711,171166,178974,224507,,2554050,2554050,1718170,1718170,0,0,0,0,0,D-,D-,D-,D-,D-,FALSE,FALSE,TRUE,TRUE,TRUE,30.32827,1.109317178,4.264,-0.829875519,15.37893856,14.41197157,17.62212455,12.89192101,9.783013847,11.0860826,18.28745253,16.80739409,2.918047223,-12.82273224,-10.37860663,8.301543271,917856225000,1060713225000,889284825000,871427700000,1071427500000,853570575000,51.85185185,49.84305947,33.64818397,42.49867341,73.56228956,33.33333333,55.37634409,56.43939394,54.23728814,46.02272727,54.44444444,47.08737864,25.88652482,43.37016575,84.72222222,55.55555556,55.33980583,44.32624113,31.7679558,54.72222222,85.25974026,83.65266199,85.5552293,77.5985178,78.8120682,91.66666667,88.125,93.82022472,73.71134021,79.08163265,71.96969697,73.125,75.84269663,81.95876289,72.95918367,82.95454545,81.89655172,82.08955224,77.7027027,81.41025641,93.33333333,91.66666667,84.56790123,81.46067416,82.58426966
18,GULF.BK,Utilities,37.54525274,49.59305603,53.08392643,51.77010653,44.6852311,61.15063729,60.2450618,64.71249867,,,,,,34.22619048,33.24468085,56.00961538,55.53191489,65.51020408,C,C-,B-,B-,B,TRUE,TRUE,TRUE,TRUE,TRUE,6357743.65,9508070,8500220,9662310,10602000,6322039.21,9458150,8463730,9626790,10491000,35704.44,4451.99,36486.4,35516.5,110968,120834,4451.99,3667.96,2672050,3074110,37.57763975,34.26966292,35.82089552,35.13513514,31.87772926,C,C,C,C,C-,,TRUE,TRUE,TRUE,TRUE,16.48732,1.181289119,5.344,0.564971751,24.92693842,21.01467344,10.85119706,15.99122135,17.99505507,17.08998804,14.96920706,12.26035892,6.947158087,8.768507198,9.24030329,13.88197402,173863950000,354127800000,401860387432,536791612409,648256537390,522125174911,29.40740741,43.05216272,26.29056523,26.74074768,24.84006734,47.77777778,68.27956989,28.03030303,25.14124294,46.02272727,25.55555556,40.29126214,18.08510638,23.48066298,19.72222222,30,35.4368932,52.4822695,38.67403315,27.77777778,38.54311971,44.57636809,72.71615228,63.85707324,50.73704123,16.84491979,31.77339901,76.9058296,71.9123506,41.43968872,93.85026738,69.21182266,95.29147982,67.72908367,64.59143969,12.70491803,44.73684211,54.26136364,54.3062201,53.77777778,35.06097561,35.31073446,49.22279793,50,46.83544304
16,BH.BK,Health Care,36.49925361,46.09881527,48.64416331,51.38249216,18.35555556,45.42671887,47.0294188,46.1511647,,,,,,30.83333333,39.33333333,59.1954023,68.91891892,65.7480315,C-,C,B,B+,B,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,D-,D-,D-,D-,D-,,FALSE,TRUE,TRUE,TRUE,33.17447,0.8671666263,3.773,0.909090909,11.9087669,13.50497205,18.64123175,19.42280171,15.42038722,11.68923219,24.84064825,20.9690279,10.21430361,4.432385263,23.08595343,34.05153872,136640879438,107139679479,95350277040,112036575522,168515777304,176484756006,48.74074074,37.77916971,36.09929078,45.29793676,54.75252525,7.777777778,13.44086022,41.66666667,54.23728814,28.97727273,45.55555556,28.6407767,20.92198582,33.97790055,54.16666667,86.66666667,84.46601942,82.9787234,77.0718232,73.88888889,42.40146455,55.09055721,62.80378035,62.69837501,64.45325252,54.85436893,70.90163934,59.09090909,60.80246914,69.38202247,23.78640777,20.08196721,29.02097902,48.45679012,48.03370787,7.142857143,77.08333333,89.51612903,90,89.89361702,67.24137931,62.72727273,80.07518797,62.17948718,62.13017751
36,CRC.BK,Consumer Discretionary,16.44477318,41.61857139,57.36682447,51.32470382,49.33431953,57.91353383,49.44386995,52.97508409,,,,,,,18.75,36.875,25.56818182,44.50549451,,D+,C,C-,C+,,TRUE,TRUE,TRUE,TRUE,,514308,525204,424115,481047,,6522,6898,39527,45137,,507786,518306,384588,435910,,65029,112451,37183,81508,,0,14.28571429,10.37735849,10.16949153,,D-,D,D,D,,FALSE,TRUE,TRUE,TRUE,5.59738,1.285185602,5.344,0.613496933,,,,28.79094206,29.21803569,22.27155621,,,8.790349552,-2.209063939,10.46659455,12.45661308,,,,,,,,49.64366496,45.22028799,32.84296282,49.82154882,,42.47311828,43.93939394,39.83050847,46.02272727,,36.40776699,30.85106383,13.5359116,38.61111111,,98.54368932,93.97163121,92.54143646,89.72222222,,17.29851538,77.43631546,68.15606456,73.17209594,,27.43902439,80.76923077,76.80412371,85.5,,31.09756098,95.05494505,73.71134021,69.5,,0,59.42028986,53.8961039,76.78571429,,0,62.34567901,60.34482759,64.36170213
92,ACE.BK,Utilities,5.090725375,40.94485345,40.59466949,50.64908324,15.27217613,24.4938556,25.278224,34.15845887,,,,,,,6.64893617,17.06730769,17.23404255,14.48979592,,D-,D+,D+,D,,TRUE,TRUE,TRUE,TRUE,,,,,102666,,,,,60773,,,,,41893,,,,,1931,,34.26966292,35.82089552,35.13513514,31.87772926,,C,C,C,C-,,FALSE,FALSE,FALSE,FALSE,20.9402,1.435973877,3.831,2,,,12.56678625,32.49645524,37.38581137,51.41049743,,11.76148554,16.7634894,11.27699827,10.72888273,7.540714115,,,,,,,,63.78640777,52.76595745,68.15723486,45.65824916,,0,0,18.36158192,9.659090909,,83.00970874,58.5106383,79.83425414,49.72222222,,42.23300971,68.79432624,62.43093923,56.11111111,,34.554297,43.73982702,49.63155597,49.66043669,,64.28571429,61.21076233,52.78884462,43.77431907,,14.77832512,49.32735426,67.72908367,64.59143969,,2.960526316,11.93181818,20.81339713,22,,35.31073446,33.16062176,50,76.37130802
