Index,Stock Name,Sector,Average ESG Pillar score_2019,Average ESG Pillar score_2020,Average ESG Pillar score_2021,Average ESG Pillar score_2022,Environmental Pillar Score_2019,Environmental Pillar Score_2020,Environmental Pillar Score_2021,Environmental Pillar Score_2022,Carbon Offsets/Credits_2018,Carbon Offsets/Credits_2019,Carbon Offsets/Credits_2020,Carbon Offsets/Credits_2021,Carbon Offsets/Credits_2022,Resource Use Score_2018,Resource Use Score_2019,Resource Use Score_2020,Resource Use Score_2021,Resource Use Score_2022,Resource Use Score Grade_2018,Resource Use Score Grade_2019,Resource Use Score Grade_2020,Resource Use Score Grade_2021,Resource Use Score Grade_2022,Resource Reduction Policy_2018,Resource Reduction Policy_2019,Resource Reduction Policy_2020,Resource Reduction Policy_2021,Resource Reduction Policy_2022,CO2 Equivalent Emissions Total_2018,CO2 Equivalent Emissions Total_2019,CO2 Equivalent Emissions Total_2020,CO2 Equivalent Emissions Total_2021,CO2 Equivalent Emissions Total_2022,"CO2 Equivalent Emissions Direct, Scope _2018","CO2 Equivalent Emissions Direct, Scope _2019","CO2 Equivalent Emissions Direct, Scope _2020","CO2 Equivalent Emissions Direct, Scope _2021","CO2 Equivalent Emissions Direct, Scope _2022","CO2 Equivalent Emissions Indirect, Scope 2_2018","CO2 Equivalent Emissions Indirect, Scope 2_2019","CO2 Equivalent Emissions Indirect, Scope 2_2020","CO2 Equivalent Emissions Indirect, Scope 2_2021","CO2 Equivalent Emissions Indirect, Scope 2_2022","CO2 Equivalent Emissions Indirect, Scope 3_2018","CO2 Equivalent Emissions Indirect, Scope 3_2019","CO2 Equivalent Emissions Indirect, Scope 3_2020","CO2 Equivalent Emissions Indirect, Scope 3_2021","CO2 Equivalent Emissions Indirect, Scope 3_2022",Environmental Innovation Score_2018,Environmental Innovation Score_2019,Environmental Innovation Score_2020,Environmental Innovation Score_2021,Environmental Innovation Score_2022,Environmental Innovation Score Grade_2018,Environmental Innovation Score Grade_2019,Environmental Innovation Score Grade_2020,Environmental Innovation Score Grade_2021,Environmental Innovation Score Grade_2022,"SDG 9 Industry, Innovation and Infrastructure_2018","SDG 9 Industry, Innovation and Infrastructure_2019","SDG 9 Industry, Innovation and Infrastructure_2020","SDG 9 Industry, Innovation and Infrastructure_2021","SDG 9 Industry, Innovation and Infrastructure_2022",EBIT Margin - %,Beta,WACC Long Term Debt Cost,Total Return_2024,Book Value Percentage of Market Capitalization_2017,Book Value Percentage of Market Capitalization_2018,Book Value Percentage of Market Capitalization_2019,Book Value Percentage of Market Capitalization_2020,Book Value Percentage of Market Capitalization_2021,Book Value Percentage of Market Capitalization_2022,"Return on Average Common Equity - %, TTM_2018","Return on Average Common Equity - %, TTM_2019","Return on Average Common Equity - %, TTM_2020","Return on Average Common Equity - %, TTM_2021","Return on Average Common Equity - %, TTM_2022","Return on Average Common Equity - %, TTM_2023",Company Market Cap_2018,Company Market Cap_2019,Company Market Cap_2020,Company Market Cap_2021,Company Market Cap_2022,Company Market Cap_2023,Governance Pillar Score_2018,Governance Pillar Score_2019,Governance Pillar Score_2020,Governance Pillar Score_2021,Governance Pillar Score_2022,CSR Strategy Score_2018,CSR Strategy Score_2019,CSR Strategy Score_2020,CSR Strategy Score_2021,CSR Strategy Score_2022,Management Score_2018,Management Score_2019,Management Score_2020,Management Score_2021,Management Score_2022,Shareholders Score_2018,Shareholders Score_2019,Shareholders Score_2020,Shareholders Score_2021,Shareholders Score_2022,Social Pillar Score_2018,Social Pillar Score_2019,Social Pillar Score_2020,Social Pillar Score_2021,Social Pillar Score_2022,Workforce Score_2018,Workforce Score_2019,Workforce Score_2020,Workforce Score_2021,Workforce Score_2022,Community Score_2018,Community Score_2019,Community Score_2020,Community Score_2021,Community Score_2022,Human Rights Score_2018,Human Rights Score_2019,Human Rights Score_2020,Human Rights Score_2021,Human Rights Score_2022,Product Responsibility Score_2018,Product Responsibility Score_2019,Product Responsibility Score_2020,Product Responsibility Score_2021,Product Responsibility Score_2022
81,BCPG.BK,Utilities,9.516587639,31.400179,37.84242102,36.17024569,28.54976292,30.85846892,35.49796572,49.76835017,,,,,734423,,1.861702128,2.163461538,7.872340426,19.79591837,,D-,D-,D-,D+,,TRUE,TRUE,TRUE,TRUE,,,1693,1496,1863.08,,,,80,272.58,,,,1416,1590.5,,,,,160.92,,86.79775281,88.55721393,90.31531532,81.44104803,,A,A,A,A-,,TRUE,TRUE,TRUE,TRUE,39.80556,1.22513115,5.344,1.734104046,29.79290672,49.88867382,47.88369415,59.95756378,78.20649275,98.53822795,17.59127651,10.89128688,13.22679444,10.15227525,9.350483247,5.238210541,30351777392,32382050092,37493361409,34728145992,29658415152,26362682183,,42.14392595,54.19621749,25.15227185,51.32744108,,23.11827957,20.83333333,4.802259887,16.76136364,,50,75.53191489,31.21546961,66.38888889,,28.6407767,5.319148936,18.50828729,24.16666667,,21.19814214,23.83307984,33.59011506,67.43622804,,39.16256158,37.89237668,39.24302789,83.46303502,,12.06896552,24.43946188,20.3187251,46.30350195,,2.960526316,3.125,27.27272727,53.77777778,,15.81920904,15.28497409,50,80.80168776
59,QH.BK,Real Estate,0.3287356322,28.78836734,37.2252362,35.91362434,0.9862068966,4.451090781,4.086492665,19.68312106,,,,,,,2.6,11.73469388,10.77348066,21.63212435,,D-,D,D,D+,,TRUE,TRUE,TRUE,TRUE,,,,,691,,,,,231,,,,,460,,,,,378,,0,0,0,0,,D-,D-,D-,D-,,FALSE,FALSE,FALSE,TRUE,-89.57689,0.7395958564,3.773,1.818181818,71.50191125,93.6388242,97.93866394,107.2762589,111.9769755,112.9435445,15.86102855,11.37831546,8.45875867,6.690759353,8.345297771,9.31228799,28071679910,27428817011,24857365416,24214502518,24643077784,24000214885,,61.71521036,77.96690307,66.39364901,67.13636364,,0,8.333333333,7.344632768,46.02272727,,83.98058252,89.0070922,73.75690608,70.83333333,,28.6407767,87.58865248,81.21546961,68.88888889,,20.19880089,29.62231286,21.66410296,37.08137838,,22.27564103,26.78571429,22.28637413,60.02252252,,19.87179487,32.55494505,15.47344111,11.93693694,,33.42696629,33.7962963,32.34265734,27.65273312,,0,28.75399361,24.12868633,23.34183673
53,BCH.BK,Health Care,1.645584046,16.58663715,21.01744476,33.58135033,4.936752137,6.664140457,33.99585426,50.19644029,,,,,,,2.666666667,3.448275862,33.78378378,61.02362205,,D-,D-,C,B,,TRUE,TRUE,TRUE,TRUE,,,,5497.13,7593.15,,,,,1769.38,,,,,5823.77,,,,,,,0,0,0,0,,D-,D-,D-,D-,,FALSE,FALSE,TRUE,TRUE,22.19073,0.4956480105,4.218,0,12.85845982,13.69036783,14.65183603,20.29930217,25.89505573,24.34361207,21.1789736,20.29641146,18.86207933,54.06160763,46.15243262,10.24737981,41645591333,42643090526,33914972582,50124334478,51121833672,55859954842,,27.41100324,17.8250591,22.37465014,28.82659933,,0,0,12.14689266,28.97727273,,23.78640777,10.9929078,8.011049724,15.27777778,,57.76699029,52.4822695,77.0718232,73.88888889,,15.68476776,11.23142091,28.17296054,78.01410974,,38.93442623,28.32167832,42.28395062,71.62921348,,18.44262295,12.93706294,62.65432099,86.23595506,,11.45833333,8.064516129,8.235294118,69.68085106,,0,0,0,79.58579882
52,AAV.BK,Industrials,3.922950435,19.43967203,29.95432424,33.12972946,11.7688513,21.3954765,33.35227273,47.99889653,,,,,,,19.64285714,21.66666667,48.4375,69.89795918,,D+,D+,C+,B+,,FALSE,TRUE,TRUE,TRUE,,1949107.53,697114.84,203818,663452,,1947053,695595,202889,662780,,2054.53,1519.84,929.2,671.92,,,,,143191,,0,0,0,0,,D-,D-,D-,D-,,FALSE,TRUE,TRUE,TRUE,6.75292,2.441048491,12.058,1.530612245,73.77716793,100.4190689,183.5776652,124.638383,71.74161381,18.14592549,3.793392112,-3.301173215,-21.22814303,-56.81652876,-210.9175413,21.37881412,20370000000,10864000000,11446000000,25091571430,37222714282,25571499994,,19.7772906,35.3030303,23.41948372,25.52525253,,32.79569892,56.43939394,54.23728814,46.02272727,,8.252427184,18.79432624,2.486187845,0.8333333333,,49.51456311,76.24113475,72.6519337,94.16666667,,17.14624898,21.20766969,27.97080812,42.34742286,,25.78947368,32.5,58.01886792,49.04761905,,35.26315789,35.5,27.35849057,40.95238095,,0,7.792207792,6.25,21.91011236,,0.5681818182,0,0,55.55555556
87,TTW.BK,Utilities,3.515406162,33.13526087,37.8304042,31.99199485,10.54621849,19.23031309,19.58971824,22.03232644,,,,,,,6.666666667,10.9375,12.85714286,9.722222222,,D-,D,D,D,,TRUE,TRUE,TRUE,TRUE,,,,,69438,,,,,419,,,91431,81813,69019,,,,,13626,,0,0,0,0,,D-,D-,D-,D-,,FALSE,FALSE,TRUE,TRUE,-48.16585,0.3562042946,5.344,0.549450549,23.54198668,24.90414152,23.7571047,27.59973996,31.11701703,40.96215482,24.96311388,24.10127575,25.57839971,24.13547863,21.96999068,19.04747821,49476000000,55062000000,49476000000,45486000000,35910000000,36508500000,,53.14298639,64.30474962,56.31020383,58.63047138,,32.79569892,69.6969697,41.52542373,31.53409091,,64.5631068,57.09219858,52.20994475,61.38888889,,28.6407767,84.75177305,79.83425414,67.5,,27.03248312,29.59674473,17.63345427,34.85762221,,42.1875,42.64705882,17.56756757,41.89189189,,6.25,11.76470588,9.459459459,39.18918919,,31.57894737,36.95652174,35.71428571,28.57142857,,15.38461538,15,12.12121212,10.29411765
70,DOHOME.BK,Consumer Discretionary,0,27.89736552,41.25333896,30.58518182,0,0,6.198014384,28.78427128,,,,,,,0,0,12.74038462,63.85281385,,D-,D-,D,B,,FALSE,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,D-,D-,D-,D-,,FALSE,FALSE,FALSE,TRUE,3.93957,1.252581567,5.344,1.6,,,37.32008492,24.44819329,20.15410634,28.19718772,,,10.05580324,19.51668246,10.42818367,2.85074916,,,,,,,,46.39871942,76.76982592,27.69693375,33.12962963,,4.301075269,3.787878788,12.14689266,25,,45.14563107,91.84397163,12.43093923,20.27777778,,78.6407767,75.17730496,88.95027624,81.38888889,,37.29337715,40.79217657,35.27434041,14.59922179,,16.34146341,32.95454545,14.95901639,26.26459144,,36.82926829,35.22727273,32.17213115,24.31906615,,2.797202797,4.6875,5.235602094,5.555555556,,77.92553191,76.68269231,75.32188841,0
46,CBG.BK,Consumer Staples,0.9000365497,15.81610411,23.39394918,30.23780946,2.700109649,18.48544974,32.38882781,26.39723056,,,,,,,1.973684211,24.4047619,42.64705882,31.94444444,,D-,D+,C+,C-,,FALSE,TRUE,TRUE,TRUE,,,,59584.4,127108,,,,15838,81903,,,,43746.4,45205,,,,1298,78223.2,,0,0,0,0,,D-,D-,D-,D-,,FALSE,FALSE,FALSE,FALSE,12.28532,1.09301364,4.288,-1.19760479,8.80964011,23.33929233,10.1973931,8.695208994,8.543335095,11.04140573,12.59611672,30.71496681,40.98012275,33.5987458,25.04678801,15.93219935,30750000000,84000000000,114500000000,119500000000,96750000000,82500000000,,16.9053833,19.17472598,29.30725931,26.85185185,,13.44086022,28.03030303,77.40112994,68.75,,2.427184466,3.90070922,11.32596685,11.94444444,,67.47572816,64.18439716,57.18232044,48.61111111,,12.05747928,18.61829376,35.00893849,34.71699176,,29.31034483,48.94736842,50,56.19469027,,9.195402299,12.63157895,29.81651376,23.45132743,,0,2.777777778,42.94117647,42.70833333,,14.1025641,16.29213483,16.03773585,14.28571429
64,STEC.BK,Industrials,3.159171076,38.08250684,34.26730015,30.0927768,9.477513228,9.24634484,7.852357852,11.33944396,,,,,,,28.47222222,28.32369942,24.77477477,25.48638132,,C-,C-,D+,C-,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,7.083333333,6.569343066,5.128205128,7.75862069,,D-,D-,D-,D-,,FALSE,FALSE,FALSE,FALSE,2.83874,1.784423341,5.344,0.598802395,25.82328676,35.23078213,66.38785518,74.51583238,76.17959669,94.4594221,-3.267984542,12.67991912,9.099710512,5.513456061,5.277129005,4.160922671,31112173416,21656512868,19368853058,22419066138,20741448944,12810894936,,63.29992692,56.52697185,41.52896131,43.47558923,,27.41935484,28.03030303,25.14124294,16.76136364,,61.65048544,49.29078014,27.3480663,31.94444444,,92.7184466,99.64539007,99.72375691,99.72222222,,41.70124874,38.42257075,37.40992514,51.01262276,,57.44047619,24.3718593,22.24489796,42.62589928,,64.58333333,78.64321608,78.57142857,63.48920863,,3.879310345,5.555555556,3.76344086,36.97674419,,62.66666667,80.8988764,82.6754386,83.33333333
84,AEONTS.BK,Financials,5.571160308,27.66494735,25.69030059,22.21361721,11.43589096,13.36763896,11.69161274,11.29191277,,,,,,0,27.71428571,28.16358025,27.68479777,26.26760563,D-,C-,C-,C-,C-,FALSE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,D-,D-,D-,D-,D-,FALSE,TRUE,TRUE,TRUE,TRUE,31.47766,1.383254913,2.595,4.575163399,,,,,,,,,,,,,45500000000,47750000000,50750000000,47125000000,45500000000,40000000000,1.45631068,30.49860305,24.22677945,22.66666667,22.89888203,0,19.6969697,34.46327684,25,24.56647399,1.45631068,13.82978723,1.933701657,2.5,3.672316384,2.427184466,93.26241135,91.71270718,88.33333333,85.87570621,3.821279281,39.12860005,41.15250959,32.68227219,31.26683775,9.107579462,44.50231481,45.39267016,24.8973306,21.69117647,1.222493888,15.56712963,22.30366492,19.76386037,19.48529412,,5.191256831,5.217391304,5.428571429,4.838709677,,96.55596556,96.8061674,97.01492537,97.05561614
55,SAWAD.BK,Financials,1.014713343,14.06993853,13.28533826,18.29505385,3.04414003,3.46031746,15.82090796,13.45003928,,,,,,,18.26484018,20.76190476,56.40432099,46.79218968,,D+,D+,B-,C+,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,D-,D-,D-,D-,,FALSE,FALSE,TRUE,TRUE,55.02619,1.420767879,5.344,-0.613496933,13.28643428,22.96790474,20.0893478,24.46134275,29.12752892,38.33558853,25.1752569,25.151798,22.95750916,21.94561688,18.35152231,19.24189014,51649721460,91532936694,90284769840,84792160268,66941179159,55612671917,,14.03625987,10.07951859,28.15879556,18.30892256,,4.301075269,3.787878788,25.14124294,16.76136364,,14.0776699,9.574468085,14.08839779,1.944444444,,20.38834951,15.95744681,77.0718232,73.88888889,,24.71323826,13.95558824,13.27632671,19.62805761,,44.68215159,17.65046296,15.65445026,33.52156057,,26.28361858,25.28935185,25.65445026,23.15195072,,5.466237942,5.191256831,5.217391304,5.428571429,,0,0,0,0
63,AP.BK,Real Estate,1.795402299,23.16780857,19.24861165,15.93400461,5.386206897,4.451090781,4.086492665,6.197069859,,,,,,,14.2,11.73469388,10.77348066,9.974093264,,D,D,D,D,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,D-,D-,D-,D-,,FALSE,FALSE,FALSE,FALSE,17.18363,1.412347239,5.344,-0.877192982,75.16643861,129.8197754,112.2719248,128.3831943,107.9829386,100.6980472,19.87629076,12.944824,15.49608791,15.02390573,17.05435689,15.66189495,18875396970,23436951238,22807771339,30043340177,36492434142,35548664294,,31.25308835,19.34665807,16.67582275,32.40909091,,4.301075269,3.787878788,3.107344633,6.818181818,,30.58252427,16.66666667,15.19337017,39.16666667,,51.45631068,38.65248227,30.66298343,26.94444444,,33.79924656,34.31268422,24.92912124,22.07536096,,31.25,34.2032967,26.90531178,24.43693694,,38.46153846,32.55494505,15.47344111,11.93693694,,33.42696629,44.67592593,41.95804196,37.29903537,,32.0754717,28.75399361,24.12868633,23.34183673
